uf,municipio,evento,feminino,masculino,total_vitima,total,ano,mes,dia_semana,latitude,longitude
PA,AFUÁ,Feminicídio,2.0,0.0,2.0,,2023,9,Sexta,-0.1573523,-50.3908023
PA,PARAGOMINAS,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-2.99564,-47.3548942
PA,SÃO FÉLIX DO XINGU,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-6.6386974,-51.9787582
PB,BELÉM,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-6.6967586,-35.5369626
PB,MONTEIRO,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-7.8920179,-37.1232051
PB,SANTA RITA,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-7.128465,-34.9846186
PB,SÃO BENTO,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-6.4859187,-37.4469328
PE,CARUARU,Feminicídio,2.0,0.0,2.0,,2023,9,Sexta,-8.2829702,-35.9722852
PE,GARANHUNS,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-8.8905889,-36.4930896
PE,GOIANA,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-7.560603,-34.99591
PE,LIMOEIRO,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-7.872599,-35.440154
PE,PETROLINA,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-9.3817334,-40.4968875
PE,POÇÃO,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-8.186709,-36.7023901
PE,RECIFE,Feminicídio,2.0,0.0,2.0,,2023,9,Sexta,-8.0584933,-34.8848193
PE,TACAIMBÓ,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-8.3173613,-36.2915198
PI,MIGUEL ALVES,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-4.1730384,-42.8955677
PI,PICOS,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-7.0823544,-41.4685053
PR,CARLÓPOLIS,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-23.4285011,-49.7208814
PR,ENGENHEIRO BELTRÃO,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-23.7996003,-52.2592684
PR,GUARAPUAVA,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-25.3950986,-51.4622016
PR,MARINGÁ,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-23.425269,-51.9382078
PR,PARANAVAÍ,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-23.08165,-52.461724
PR,QUERÊNCIA DO NORTE,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-23.083758,-53.483022
PR,UMUARAMA,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-23.7621152,-53.3116192
RJ,NITERÓI,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-22.8884,-43.1147
RJ,NOVA FRIBURGO,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-22.30616605,-42.4934183305119
RJ,RIO DE JANEIRO,Feminicídio,6.0,0.0,6.0,,2023,9,Sexta,-22.9110137,-43.2093727
RJ,SÃO GONÇALO,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-22.821635,-42.99567968770695
RN,MONTE ALEGRE,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-6.069901,-35.333635
RO,ALVORADA D'OESTE,Feminicídio,2.0,0.0,2.0,,2023,9,Sexta,-11.346271,-62.284697
RO,CANDEIAS DO JAMARI,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-8.7949939,-63.7018851
RO,MACHADINHO D'OESTE,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-9.4240851,-61.9923719
RS,CANDELÁRIA,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-29.668391,-52.789495
RS,SÃO JORGE,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-28.5006499,-51.7050503
RS,SAPUCAIA DO SUL,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-29.8197019,-51.1608722
RS,TRÊS COROAS,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-29.5155023,-50.7770635
SC,BOM JARDIM DA SERRA,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-28.3380324,-49.625588
SC,CANOINHAS,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-26.1755121,-50.3949592
SC,CAPÃO ALTO,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-27.9382827,-50.511491
SC,LAGES,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-27.8165664,-50.325883
SC,SOMBRIO,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-29.107985,-49.632776
SC,TUBARÃO,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-28.471488,-49.014132
SC,WITMARSUM,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-26.927487,-49.794675
SE,ARACAJU,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-10.9162061,-37.0774655
SE,ITAPORANGA D'AJUDA,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-10.9961671,-37.3045841
SP,ARAÇARIGUAMA,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-23.4388277,-47.0613084
SP,BENTO DE ABREU,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-21.2715723,-50.8117225
SP,BURITAMA,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-21.0664017,-50.1448077
SP,CAÇAPAVA,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-23.099204,-45.707645
SP,CAMPO LIMPO PAULISTA,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-23.207791,-46.788919
SP,EMBU DAS ARTES,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-23.6495294,-46.8528497
SP,FRANCA,Feminicídio,2.0,0.0,2.0,,2023,9,Sexta,-20.5381768,-47.4009795
SP,IBATÉ,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-21.9562015,-48.0007848
SP,JAÚ,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-22.293585,-48.559193
SP,LIMEIRA,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-22.5615068,-47.401766
SP,PINDAMONHANGABA,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-22.9364,-45.4622602
SP,RIBEIRÃO PRETO,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-21.1776315,-47.8100983
SP,SANTOS,Feminicídio,2.0,0.0,2.0,,2023,9,Sexta,-23.9335988,-46.3286399
SP,SÃO BERNARDO DO CAMPO,Feminicídio,2.0,0.0,2.0,,2023,9,Sexta,-23.7080345,-46.5506747
SP,SÃO PAULO,Feminicídio,4.0,0.0,4.0,,2023,9,Sexta,-23.5506507,-46.6333824
SP,SÃO VICENTE,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-23.9664177,-46.3861401
SP,SEVERÍNIA,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-20.810753,-48.80538
SP,SOROCABA,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-23.5003451,-47.4582864
TO,ABREULÂNDIA,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-9.6221526,-49.1558343
TO,PALMEIRÓPOLIS,Feminicídio,1.0,0.0,1.0,,2023,9,Sexta,-13.0428105,-48.4065223
AM,TEFÉ,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-3.3485276,-64.7102278
BA,CACHOEIRA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-12.5998256,-38.9665918
BA,FEIRA DE SANTANA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-12.2578934,-38.9598047
BA,ITIÚBA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-10.6917496,-39.8532886
BA,OUROLÂNDIA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-10.9686909,-41.0808672
BA,PORTO SEGURO,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-16.443473,-39.064251
BA,SALVADOR,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-12.9822499,-38.4812772
BA,SANTO AMARO,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-12.5519686,-38.7060448
CE,ACARAÚ,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-2.8869514,-40.1194713
CE,CRATO,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-7.2369112,-39.4149236
CE,FORTALEZA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-3.7304512,-38.5217989
CE,ITAREMA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-2.9224684,-39.9152184
CE,RUSSAS,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-4.9354279,-37.9783838
DF,BRASÍLIA/PLANO PILOTO,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-15.7934036,-47.8823172
DF,GAMA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-16.0170857,-48.0653054
ES,SÃO ROQUE DO CANAÃ,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-19.7385942,-40.6598575
ES,VITÓRIA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-20.3200917,-40.3376682
GO,CAVALCANTE,Feminicídio,2.0,0.0,2.0,,2023,10,Domingo,-13.7928414,-47.4568521
GO,JANDAIA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-17.0479665,-50.1475485
MA,SÃO JOÃO BATISTA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-2.9582059,-44.7984816
MA,SÃO LUÍS,Feminicídio,3.0,0.0,3.0,,2023,10,Domingo,-2.5295265,-44.2963942
MG,EXTREMA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-22.8548355,-46.3184553
MG,GOVERNADOR VALADARES,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-18.8698882,-41.9459383
MG,JABOTICATUBAS,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-19.521667,-43.745277
MG,MONTE AZUL,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-15.1531999,-42.8711742
MG,PARÁ DE MINAS,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-19.8668656,-44.5912664
MG,PEÇANHA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-18.5479498,-42.5590434
MG,PIUMHI,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-20.4675258,-45.9576125
MG,PRATA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-19.307222,-48.923889
MG,SANTA MARGARIDA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-20.3817696,-42.2522123
MG,SÃO LOURENÇO,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-22.116389,-45.054167
MG,TEÓFILO OTONI,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-17.8579267,-41.5081533
MT,CÁCERES,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-16.0644068,-57.6878972
MT,CHAPADA DOS GUIMARÃES,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-15.464343,-55.749857
MT,SINOP,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-11.857701,-55.4967824
MT,TANGARÁ DA SERRA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-14.6213903,-57.4907268
PA,ANAPU,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-3.4668292,-51.2057035
PA,PARAUAPEBAS,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-6.0696846,-49.8903283
PB,BAYEUX,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-7.1301631,-34.936532
PB,CAJAZEIRAS,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-6.8897849,-38.5570389
PB,GUARABIRA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-6.8513982,-35.4915582
PB,JOÃO PESSOA,Feminicídio,2.0,0.0,2.0,,2023,10,Domingo,-7.1215981,-34.882028
PB,PEDRAS DE FOGO,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-7.3988977,-35.112176
PB,RIO TINTO,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-6.803828,-35.077569
PE,ARARIPINA,Feminicídio,2.0,0.0,2.0,,2023,10,Domingo,-7.5768582,-40.5038509
PE,CUSTÓDIA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-8.0860251,-37.6400307
PE,OLINDA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-7.9986401,-34.8459552
PE,RECIFE,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-8.0584933,-34.8848193
PE,SÃO LOURENÇO DA MATA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-7.9959607,-35.039335
PI,TERESINA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-5.0874608,-42.8049571
PR,ARAUCÁRIA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-25.5861107,-49.4051209
PR,FOZ DO IGUAÇU,Feminicídio,2.0,0.0,2.0,,2023,10,Domingo,-25.5304023,-54.5830692
PR,MANGUEIRINHA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-25.9412009,-52.1740852
PR,PARAÍSO DO NORTE,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-23.2841185,-52.6024125
RJ,ANGRA DOS REIS,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-23.15554055,-44.23448088153183
RJ,ARMAÇÃO DOS BÚZIOS,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-22.7597805,-41.8875267
RJ,BOM JESUS DO ITABAPOANA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-21.1351354,-41.6798294
RJ,NOVA IGUAÇU,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-22.7592175,-43.4508728
RJ,RIO DE JANEIRO,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-22.9110137,-43.2093727
RN,SÃO GONÇALO DO AMARANTE,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-5.7932331,-35.3286312
RO,VILHENA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-12.7368536,-60.1465555
RS,ALEGRETE,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-29.790166,-55.794862
RS,ENCANTADO,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-29.2392716,-51.8744817
RS,ENCRUZILHADA DO SUL,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-30.5433066,-52.5223514
RS,ERECHIM,Feminicídio,2.0,0.0,2.0,,2023,10,Domingo,-27.6350709,-52.2738654
RS,PELOTAS,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-31.7699736,-52.3410161
RS,RIO GRANDE,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-32.0334252,-52.0991297
RS,VACARIA,Feminicídio,2.0,0.0,2.0,,2023,10,Domingo,-28.5102901,-50.9356044
SC,BALNEÁRIO CAMBORIÚ,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-26.9924395,-48.6339782
SC,ITAJAÍ,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-26.9046787,-48.6552979
SC,PALMA SOLA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-26.3482487,-53.2775974
SC,SÃO BERNARDINO,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-26.4712934,-52.9658921
SP,AGUDOS,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-22.4719836,-48.9884476
SP,ARARAQUARA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-21.7886713,-48.1773096
SP,CARAPICUÍBA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-23.5234673,-46.8406808
SP,FRANCO DA ROCHA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-23.3328038,-46.724446
SP,GUARULHOS,Feminicídio,2.0,0.0,2.0,,2023,10,Domingo,-23.4675941,-46.5277704
SP,ITIRAPINA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-22.2536514,-47.8212546
SP,LOUVEIRA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-23.08639,-46.95056
SP,MOGI DAS CRUZES,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-23.5234284,-46.1926671
SP,SÃO BERNARDO DO CAMPO,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-23.7080345,-46.5506747
SP,SÃO PAULO,Feminicídio,3.0,1.0,4.0,,2023,10,Domingo,-23.5506507,-46.6333824
SP,VOTUPORANGA,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-20.4252908,-49.972028
TO,PONTE ALTA DO TOCANTINS,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-10.7454591,-47.5374479
TO,PORTO NACIONAL,Feminicídio,1.0,0.0,1.0,,2023,10,Domingo,-10.7019786,-48.4110952
AC,RODRIGUES ALVES,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-7.7380283,-72.6509379
AL,MURICI,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-9.306823,-35.942798
AM,ITACOATIARA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-3.1477898,-58.4461041
AM,MANAUS,Feminicídio,3.0,0.0,3.0,,2023,11,Quarta,-3.1316333,-59.9825041
BA,CONCEIÇÃO DA FEIRA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-12.5013001,-39.0002166
BA,CORRENTINA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-13.344157,-44.6345066
BA,CRUZ DAS ALMAS,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-12.6722649,-39.1053665
BA,ESPLANADA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-11.800614,-37.9453
BA,ILHÉUS,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-14.792599,-39.0453843
BA,JEQUIÉ,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-13.8604033,-40.0719627
BA,JUAZEIRO,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-9.4336959,-40.5068201
BA,PINDAÍ,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-14.4911899,-42.6864686
BA,PORTO SEGURO,Feminicídio,2.0,0.0,2.0,,2023,11,Quarta,-16.443473,-39.064251
BA,RIBEIRA DO POMBAL,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-10.837299,-38.538152
BA,SALVADOR,Feminicídio,3.0,0.0,3.0,,2023,11,Quarta,-12.9822499,-38.4812772
BA,SOBRADINHO,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-9.469775,-40.7957473
BA,VERA CRUZ,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-12.9608153,-38.6099216
CE,FORTALEZA,Feminicídio,2.0,0.0,2.0,,2023,11,Quarta,-3.7304512,-38.5217989
DF,PLANALTINA,Feminicídio,2.0,0.0,2.0,,2023,11,Quarta,-15.6181947,-47.6555703
ES,COLATINA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-19.5346732,-40.6287836
ES,SÃO MATEUS,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-18.7146049,-39.8539499
GO,ALEXÂNIA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-16.0834049,-48.5077803
GO,APARECIDA DE GOIÂNIA,Feminicídio,2.0,0.0,2.0,,2023,11,Quarta,-16.8226769,-49.2452546
GO,GOIÂNIA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-16.680882,-49.2532691
GO,MORRINHOS,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-17.7333689,-49.105908
GO,MOZARLÂNDIA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-14.7457049,-50.5713211
MA,BARRA DO CORDA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-5.496823,-45.248496
MA,IMPERATRIZ,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-5.5269279,-47.478115
MA,PEDREIRAS,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-4.5687989,-44.6003029
MG,BELO HORIZONTE,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-19.9227318,-43.9450948
MG,CAETÉ,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-19.897777,-43.670278
MG,CAPELINHA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-17.693889,-42.518611
MG,CONSELHEIRO LAFAIETE,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-20.6596107,-43.785743
MG,DIONÍSIO,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-19.841944,-42.776945
MG,GUARDA-MOR,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-17.7698233,-47.0986827
MG,GUAXUPÉ,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-21.3087615,-46.7190609
MG,ITAJUBÁ,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-22.4238234,-45.4524156
MG,ITAPECERICA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-20.472778,-45.125556
MG,JOANÉSIA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-19.1756282,-42.6815534
MG,LAGOA DA PRATA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-20.022778,-45.5440462
MG,MONTES CLAROS,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-16.7495727,-43.8687268
MG,POÇOS DE CALDAS,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-21.7900318,-46.5647928
MG,POMPÉU,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-19.218611,-45.002778
MG,SANTA LUZIA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-19.7702097,-43.8505291
MG,SÃO GERALDO DA PIEDADE,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-18.8449508,-42.2886336
MG,TIMÓTEO,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-19.5771395,-42.6436108
MG,UBERABA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-19.750833,-47.936666
MS,ALCINÓPOLIS,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-18.3264121,-53.7094463
MS,CAMPO GRANDE,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-20.4640173,-54.6162947
MS,ELDORADO,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-23.7838809,-54.2832024
MS,NOVA ALVORADA DO SUL,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-21.4587274,-54.3760634
MT,CUIABÁ,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-15.5986686,-56.0991301
MT,LUCAS DO RIO VERDE,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-13.0664609,-55.9196711
MT,QUERÊNCIA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-12.5944625,-52.2088505
MT,SORRISO,Feminicídio,4.0,0.0,4.0,,2023,11,Quarta,-12.5444887,-55.7233972
PA,CURIONÓPOLIS,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-6.0990443,-49.6059039
PA,MARABÁ,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-5.3462821,-49.1007401
PA,MEDICILÂNDIA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-3.4438388,-52.8889236
PA,OURILÂNDIA DO NORTE,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-6.748975,-51.0788476
PA,SÃO JOÃO DO ARAGUAIA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-5.3617017,-48.7911109
PA,TUCURUÍ,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-3.766334,-49.6663654
PE,ALTINHO,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-8.4904095,-36.0607494
PE,CARUARU,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-8.2829702,-35.9722852
PE,PAUDALHO,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-7.90287,-35.171639
PE,SANTA FILOMENA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-8.1605806,-40.613247
PE,VITÓRIA DE SANTO ANTÃO,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-8.1209019,-35.2944858
PI,COCAL,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-3.4691882,-41.555851
PI,PARNAÍBA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-2.9147515,-41.7661953
PI,PAULISTANA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-8.1389174,-41.1380533
PI,TERESINA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-5.0874608,-42.8049571
PR,ARAPONGAS,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-23.4152862,-51.4293961
PR,ARAUCÁRIA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-25.5861107,-49.4051209
PR,BOM SUCESSO DO SUL,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-26.0749256,-52.8348629
PR,CURITIBA,Feminicídio,2.0,0.0,2.0,,2023,11,Quarta,-25.4295963,-49.2712724
PR,IPIRANGA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-25.0239759,-50.5854615
PR,JACAREZINHO,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-23.1590428,-49.9739664
PR,LARANJAL,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-24.8909736,-52.4726747
PR,SANTO ANTÔNIO DA PLATINA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-23.2957157,-50.0778957
RJ,CAMPOS DOS GOYTACAZES,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-21.7546,-41.3242
RJ,MESQUITA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-22.783092,-43.4293599
RJ,RIO DE JANEIRO,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-22.9110137,-43.2093727
RJ,SÃO GONÇALO,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-22.821635,-42.99567968770695
RJ,SÃO JOÃO DE MERITI,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-22.7853575,-43.36671499895641
RR,BOA VISTA,Feminicídio,2.0,0.0,2.0,,2023,11,Quarta,2.8208478,-60.6719582
RS,ALEGRETE,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-29.790166,-55.794862
RS,CACHOEIRINHA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-29.9493353,-51.0898927
RS,FARROUPILHA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-29.22647,-51.3468188
RS,PORTO ALEGRE,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-30.0324999,-51.2303767
RS,SÃO LUIZ GONZAGA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-28.4074546,-54.9609081
RS,TORRES,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-29.3373663,-49.7299648
SC,CHAPECÓ,Feminicídio,3.0,0.0,3.0,,2023,11,Quarta,-27.1110472,-52.59589774661534
SC,GASPAR,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-26.9307306,-48.9566824
SC,MARAVILHA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-26.7623898,-53.1747387
SE,ARACAJU,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-10.9162061,-37.0774655
SE,LAGARTO,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-10.9141791,-37.6715308
