uf,municipio,evento,feminino,masculino,total_vitima,total,ano,mes,dia_semana,latitude,longitude
RN,BARCELONA,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-5.9514918,-35.9260284
RN,MACAU,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-5.1131698,-36.6350676
RN,SÃO MIGUEL DO GOSTOSO,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-5.1230207,-35.6353882
RN,SERRINHA DOS PINTOS,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-6.112315,-37.9566189
RS,ALVORADA,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-29.9981184,-51.0772509
RS,BAGÉ,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-31.3314264,-54.1062808
RS,CACHOEIRA DO SUL,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-30.0482234,-52.8901686
RS,CAMPO BOM,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-29.678418,-51.0572268
RS,CANDELÁRIA,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-29.668391,-52.789495
RS,CAXIAS DO SUL,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-29.1685045,-51.1796385
RS,CRUZ ALTA,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-28.645056,-53.6058047
RS,ESPUMOSO,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-28.7256962,-52.8453751
RS,LAJEADO,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-29.4671522,-51.9624046
RS,PORTO ALEGRE,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-30.0324999,-51.2303767
RS,ROSÁRIO DO SUL,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-30.2527151,-54.9179382
RS,SAPUCAIA DO SUL,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-29.8197019,-51.1608722
RS,VERA CRUZ,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-29.7157235,-52.5007403
SC,BALNEÁRIO CAMBORIÚ,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-26.9924395,-48.6339782
SC,BRUSQUE,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-27.0964628,-48.9136323
SC,CANOINHAS,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-26.1755121,-50.3949592
SC,CORDILHEIRA ALTA,Feminicídio,4.0,0.0,4.0,,2015,2,Domingo,-26.9853947,-52.603549
SC,FLORIANÓPOLIS,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-27.5973002,-48.5496098
SC,FRAIBURGO,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-27.023288,-50.919978
SC,JOINVILLE,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-26.3044898,-48.8486726
SC,LAGES,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-27.8165664,-50.325883
SC,NAVEGANTES,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-26.8898813,-48.6495828
SC,PALHOÇA,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-27.6447774,-48.6646323
SC,PENHA,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-26.775418,-48.6465251
SC,SÃO MIGUEL DO OESTE,Feminicídio,1.0,0.0,1.0,,2015,2,Domingo,-26.7278977,-53.5176689
DF,CEILÂNDIA,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-15.8173391,-48.1045766
MA,ARAIOSES,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-2.890914,-41.904993
MA,IMPERATRIZ,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-5.5269279,-47.478115
MA,OLINDA NOVA DO MARANHÃO,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-2.9960265,-44.9946822
MA,SÃO BERNARDO,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-3.3650267,-42.4224814
MA,SUCUPIRA DO NORTE,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-6.478392,-44.191889
MG,ARICANDUVA,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-17.8678,-42.5569
MG,CONSELHEIRO LAFAIETE,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-20.6596107,-43.785743
MG,CONTAGEM,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-19.9132749,-44.0840953
MG,JUVENÍLIA,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-14.2660795,-44.1618528
MG,MARILAC,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-18.5075,-42.080278
MG,MENDES PIMENTEL,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-18.6580044,-41.4021612
MG,NOVA LIMA,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-19.9854089,-43.8470691
MG,PEDRO LEOPOLDO,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-19.617778,-44.043055
MG,RIACHINHO,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-16.2212448,-45.9997305
MG,VARZELÂNDIA,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-15.701667,-44.027223
MG,VIRGEM DA LAPA,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-16.8071554,-42.3376458
PA,BELÉM,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-1.45056,-48.4682453
PA,TUCUMÃ,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-6.7517239,-51.1507941
PB,PIRPIRITUBA,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-6.7809356,-35.4967135
RN,MOSSORÓ,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-5.1904332,-37.3443872
RS,BUTIÁ,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-30.1256795,-51.9692224
RS,CACHOEIRINHA,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-29.9493353,-51.0898927
RS,ESPUMOSO,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-28.7256962,-52.8453751
RS,VENÂNCIO AIRES,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-29.614306,-52.193159
SC,ÁGUA DOCE,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-26.9986047,-51.5529306
SC,BLUMENAU,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-26.9195567,-49.0658025
SC,HERVAL D'OESTE,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-27.17361,-51.4903659
SC,JOINVILLE,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-26.3044898,-48.8486726
SC,SÃO JOSÉ,Feminicídio,1.0,0.0,1.0,,2015,3,Domingo,-27.6157733,-48.6276491
AL,ÁGUA BRANCA,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-9.2613606,-37.9361053
MA,BURITICUPU,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-4.3227472,-46.4516989
MG,ABAETÉ,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-19.1566833,-45.4481213
MG,BOCAIÚVA,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-17.1160208,-43.8122678
MG,CARMO DA CACHOEIRA,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-21.460556,-45.223334
MG,CARMO DO RIO CLARO,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-20.973315,-46.1186754
MG,DIVINO DAS LARANJEIRAS,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-18.7782581,-41.4797376
MG,FORMOSO,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-14.9513078,-46.234247
MG,ITURAMA,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-19.7272733,-50.193488
MG,PAINEIRAS,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-18.904167,-45.534722
MG,SANTO ANTÔNIO DO AMPARO,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-20.9413389,-44.9187397
PA,ANANINDEUA,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-1.374035,-48.4016623
PB,ALAGOA GRANDE,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-7.0415212,-35.6285322
PI,CURIMATÁ,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-10.0349005,-44.3033114
PI,OEIRAS,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-7.0174887,-42.1314478
RN,NATAL,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-5.805398,-35.2080905
RS,CRUZ ALTA,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-28.645056,-53.6058047
RS,ENCANTADO,Feminicídio,2.0,0.0,2.0,,2015,4,Quarta,-29.2392716,-51.8744817
RS,ENCRUZILHADA DO SUL,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-30.5433066,-52.5223514
RS,GRAVATAÍ,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-29.9440222,-50.9930938
RS,LAGOA VERMELHA,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-28.2087034,-51.527499
RS,NOVO HAMBURGO,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-29.6905705,-51.1429035
RS,PORTO ALEGRE,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-30.0324999,-51.2303767
RS,TRÊS PASSOS,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-27.4556106,-53.9294399
SP,ITUPEVA,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-23.1531055,-47.0580347
SP,SÃO PAULO,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-23.5506507,-46.6333824
SP,UBATUBA,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-23.433162,-45.083415
SP,VIRADOURO,Feminicídio,1.0,0.0,1.0,,2015,4,Quarta,-20.8726051,-48.2968122
AC,SENA MADUREIRA,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-9.0659556,-68.6571058
AL,MACEIÓ,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-9.6476843,-35.7339264
DF,BRAZLÂNDIA,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-15.6808898,-48.1942621
MA,BACABEIRA,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-2.9786744,-44.3163504
MA,LAGO DA PEDRA,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-4.5627272,-45.1298628
MG,BETIM,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-19.968056,-44.198333
MG,ESMERALDAS,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-19.7613111,-44.3145945
MG,FORMIGA,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-20.4648425,-45.4266753
MG,IGARAPÉ,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-20.068789,-44.3017439
MG,MATIAS BARBOSA,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-21.8691643,-43.3180624
MG,UBERLÂNDIA,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-18.9188041,-48.2767837
MG,VESPASIANO,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-19.6940958,-43.9186521
MG,VIRGINÓPOLIS,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-18.8226124,-42.7053967
PA,BELÉM,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-1.45056,-48.4682453
PB,CAMPINA GRANDE,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-7.2246743,-35.8771292
PB,NAZAREZINHO,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-6.9156749,-38.3251082
PI,ÁGUA BRANCA,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-5.895038,-42.6368104
PI,CASTELO DO PIAUÍ,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-5.3230426,-41.5546185
PI,SÃO RAIMUNDO NONATO,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-9.0149761,-42.6888427
RN,SÃO GONÇALO DO AMARANTE,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-5.7932331,-35.3286312
RS,CAXIAS DO SUL,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-29.1685045,-51.1796385
RS,GRAVATAÍ,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-29.9440222,-50.9930938
RS,PORTO ALEGRE,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-30.0324999,-51.2303767
RS,SANTO ÂNGELO,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-28.3000481,-54.2669971
RS,SÃO JOÃO DA URTIGA,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-27.8162722,-51.8297741
RS,SÃO LEOPOLDO,Feminicídio,2.0,0.0,2.0,,2015,5,Sexta,-29.7544405,-51.1516497
RS,SERAFINA CORRÊA,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-28.7120266,-51.9343269
SC,ARARANGUÁ,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-28.9348832,-49.4858389
SC,CHAPECÓ,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-27.1110472,-52.59589774661534
SP,CARAPICUÍBA,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-23.5234673,-46.8406808
SP,SÃO PAULO,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-23.5506507,-46.6333824
SP,SUZANO,Feminicídio,1.0,0.0,1.0,,2015,5,Sexta,-23.5427842,-46.3108391
DF,GUARÁ,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-15.8235629,-47.9768165
MA,GOVERNADOR ARCHER,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-5.023562,-44.2709924
MA,IMPERATRIZ,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-5.5269279,-47.478115
MG,BELO ORIENTE,Feminicídio,2.0,0.0,2.0,,2015,6,Segunda,-19.2232523,-42.4807033
MG,BOA ESPERANÇA,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-21.0901253,-45.5660195
MG,CARAÍ,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-17.1884104,-41.6976554
MG,DORES DO TURVO,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-20.975278,-43.188889
MG,GUANHÃES,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-18.7753627,-42.9340634
MG,JAPONVAR,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-15.9980389,-44.2755057
MG,JUIZ DE FORA,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-21.7609533,-43.3501129
MG,POÇOS DE CALDAS,Feminicídio,2.0,0.0,2.0,,2015,6,Segunda,-21.7900318,-46.5647928
MG,RIBEIRÃO DAS NEVES,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-19.7672898,-44.0875436
MG,UBERABA,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-19.750833,-47.936666
MG,UBERLÂNDIA,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-18.9188041,-48.2767837
MG,VESPASIANO,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-19.6940958,-43.9186521
MS,CAMPO GRANDE,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-20.4640173,-54.6162947
MS,DOURADOS,Feminicídio,3.0,0.0,3.0,,2015,6,Segunda,-22.2206145,-54.812208
MS,PONTA PORÃ,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-22.5286917,-55.723426
PB,ALAGOA NOVA,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-7.0601145,-35.7614565
PB,GUARABIRA,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-6.8513982,-35.4915582
PI,FLORES DO PIAUÍ,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-7.64634955,-42.824599600049886
PI,MONSENHOR GIL,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-5.5609098,-42.6127716
PI,VALENÇA DO PIAUÍ,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-6.4048149,-41.7382812
RN,ARÊS,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-6.1969216,-35.1642968
RS,ALEGRETE,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-29.790166,-55.794862
RS,PELOTAS,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-31.7699736,-52.3410161
RS,PORTO ALEGRE,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-30.0324999,-51.2303767
RS,SANT'ANA DO LIVRAMENTO,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-30.8894097,-55.5317694
RS,TRAMANDAÍ,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-29.9855339,-50.1316076
RS,VIAMÃO,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-30.0819338,-51.0261927
SC,ITUPORANGA,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-27.4096219,-49.6014812
SC,MORRO DA FUMAÇA,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-28.6522275,-49.2133979
SP,CAMPINAS,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-22.9056391,-47.059564
SP,GUAPIARA,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-24.18921,-48.529549
SP,LEME,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-22.1844807,-47.385295
SP,SUMARÉ,Feminicídio,1.0,0.0,1.0,,2015,6,Segunda,-22.8217964,-47.267105
DF,PLANALTINA,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-15.6181947,-47.6555703
MA,BALSAS,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-7.53214,-46.037163
MA,DAVINÓPOLIS,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-5.5265775,-47.3942217
MA,SANTA LUZIA,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-3.9633675,-45.6637956
MG,ÁGUAS FORMOSAS,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-17.0834193,-40.9339978
MG,ARAÇUAÍ,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-16.8484451,-42.0661868
MG,JUATUBA,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-19.954001,-44.3407921
MG,NANUQUE,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-17.8393915,-40.3494631
MG,PARACATU,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-17.2174056,-46.8707514
MG,PEÇANHA,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-18.5479498,-42.5590434
MG,POÇOS DE CALDAS,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-21.7900318,-46.5647928
MG,RUBIM,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-16.3751157,-40.5380871
MG,SÃO JOÃO EVANGELISTA,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-18.548023,-42.7652888
PA,ABAETETUBA,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-1.7217787,-48.8788106
PA,SÃO FÉLIX DO XINGU,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-6.6386974,-51.9787582
PB,ALHANDRA,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-7.4304246,-34.9106103
PB,MONTEIRO,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-7.8920179,-37.1232051
PB,RIO TINTO,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-6.803828,-35.077569
PI,ACAUÃ,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-8.3303906,-40.98418762825648
PI,TERESINA,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-5.0874608,-42.8049571
RN,CEARÁ-MIRIM,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-5.633588,-35.4248407
RN,MOSSORÓ,Feminicídio,2.0,0.0,2.0,,2015,7,Quarta,-5.1904332,-37.3443872
RN,NATAL,Feminicídio,3.0,0.0,3.0,,2015,7,Quarta,-5.805398,-35.2080905
RS,ARARICÁ,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-29.6168543,-50.929121
RS,DOM PEDRITO,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-30.983755,-54.6746483
RS,GUAÍBA,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-30.1130731,-51.329442
RS,PAROBÉ,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-29.624257,-50.83118
RS,PELOTAS,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-31.7699736,-52.3410161
RS,SENTINELA DO SUL,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-30.6118857,-51.5817117
RS,VACARIA,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-28.5102901,-50.9356044
SC,ITAPEMA,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-27.09472,-48.6137778
SC,MAFRA,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-26.1150943,-49.8035982
SP,BAURU,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-22.3218102,-49.0705863
SP,MIGUELÓPOLIS,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-20.179612,-48.030997
SP,TARABAI,Feminicídio,1.0,0.0,1.0,,2015,7,Quarta,-22.3038726,-51.5628675
AL,MARAVILHA,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-9.230449,-37.352419
DF,GAMA,Feminicídio,2.0,0.0,2.0,,2015,8,Sábado,-16.0170857,-48.0653054
DF,SCIA,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-15.7874609,-47.9793009
MA,CAXIAS,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-4.8654201,-43.353664
MA,PARAIBANO,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-6.4316929,-43.9877038
MA,PEDREIRAS,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-4.5687989,-44.6003029
MA,SANTA LUZIA,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-3.9633675,-45.6637956
MA,ZÉ DOCA,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-3.270145,-45.655344
MG,ALVARENGA,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-19.4175,-41.728334
MG,BELA VISTA DE MINAS,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-19.8289721,-43.0973688
MG,BUGRE,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-19.4257687,-42.2556
MG,CENTRALINA,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-18.5843349,-49.1954739
MG,CONSELHEIRO PENA,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-19.1720883,-41.471995
MG,CONTAGEM,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-19.9132749,-44.0840953
MG,GUAXUPÉ,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-21.3087615,-46.7190609
MG,IPANEMA,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-19.7999954,-41.7138807
MG,ITABIRA,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-19.6190169,-43.226248
MG,ITUIUTABA,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-18.9691887,-49.4639335
MG,RIBEIRÃO DAS NEVES,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-19.7672898,-44.0875436
MG,SANTA BÁRBARA,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-19.959444,-43.415278
MG,VÁRZEA DA PALMA,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-17.5983328,-44.7317086
MS,CAMPO GRANDE,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-20.4640173,-54.6162947
PA,BREVES,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-1.68036,-50.479085
PA,MEDICILÂNDIA,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-3.4438388,-52.8889236
PA,SANTA IZABEL DO PARÁ,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-1.2968557,-48.1605533
PA,SÃO FÉLIX DO XINGU,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-6.6386974,-51.9787582
PB,LAGOA DE DENTRO,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-6.6728806,-35.3782276
PI,ARRAIAL,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-6.6364255,-42.49871907770657
PI,TERESINA,Feminicídio,2.0,0.0,2.0,,2015,8,Sábado,-5.0874608,-42.8049571
RN,CARAÚBAS,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-5.7889323,-37.5548751
RN,MACAÍBA,Feminicídio,2.0,0.0,2.0,,2015,8,Sábado,-5.8561372,-35.3523774
RN,MOSSORÓ,Feminicídio,2.0,0.0,2.0,,2015,8,Sábado,-5.1904332,-37.3443872
RN,PASSA E FICA,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-6.4356697,-35.6434459
RN,SÃO GONÇALO DO AMARANTE,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-5.7932331,-35.3286312
RS,ALVORADA,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-29.9981184,-51.0772509
RS,BROCHIER,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-29.556766,-51.5963047
RS,CANELA,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-29.3636094,-50.8096844
RS,CAXIAS DO SUL,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-29.1685045,-51.1796385
RS,ERECHIM,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-27.6350709,-52.2738654
RS,PASSO FUNDO,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-28.2550598,-52.3966606
RS,PORTO ALEGRE,Feminicídio,3.0,0.0,3.0,,2015,8,Sábado,-30.0324999,-51.2303767
RS,RIO GRANDE,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-32.0334252,-52.0991297
RS,SAPIRANGA,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-29.6392382,-51.0068586
RS,SERTÃO,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-27.9853815,-52.257587
SC,BLUMENAU,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-26.9195567,-49.0658025
SC,INDAIAL,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-26.8901747,-49.2416736
SC,JOINVILLE,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-26.3044898,-48.8486726
SC,LAGUNA,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-28.4837443,-48.7816572
SP,CAMPINAS,Feminicídio,2.0,0.0,2.0,,2015,8,Sábado,-22.9056391,-47.059564
SP,ITAPEVI,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-23.54888,-46.933889
SP,ITAQUAQUECETUBA,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-23.4754492,-46.3514033
SP,SUMARÉ,Feminicídio,1.0,0.0,1.0,,2015,8,Sábado,-22.8217964,-47.267105
AL,MACEIÓ,Feminicídio,1.0,0.0,1.0,,2015,9,Terça,-9.6476843,-35.7339264
AL,PAULO JACINTO,Feminicídio,1.0,0.0,1.0,,2015,9,Terça,-9.367918,-36.367241
DF,GUARÁ,Feminicídio,1.0,0.0,1.0,,2015,9,Terça,-15.8235629,-47.9768165
MA,SÃO MATEUS DO MARANHÃO,Feminicídio,1.0,0.0,1.0,,2015,9,Terça,-4.0289169,-44.4667342
